name,type,hp,attack,image_url
Keldeo Resolute Form,Water/Fighting,91,72,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-resolute.png
Meloetta Aria Forme,Normal/Psychic,100,77,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-aria.png
Meloetta Pirouette Forme,Normal/Fighting,100,128,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-pirouette.png
Genesect,Bug/Steel,71,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/genesect.png
Chespin,Grass,56,61,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chespin.png
Quilladin,Grass,61,78,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/quilladin.png
Chesnaught,Grass/Fighting,88,107,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chesnaught.png
Fennekin,Fire,40,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fennekin.png
Braixen,Fire,59,59,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/braixen.png
Delphox,Fire/Psychic,75,69,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/delphox.png
Froakie,Water,41,56,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/froakie.png
Frogadier,Water,54,63,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/frogadier.png
Greninja,Water/Dark,72,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja.png
Greninja Ash-Greninja,Water/Dark,72,145,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja-ash.png
Bunnelby,Normal,38,36,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bunnelby.png
Diggersby,Normal/Ground,85,56,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/diggersby.png
Fletchling,Normal/Flying,45,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchling.png
Fletchinder,Fire/Flying,62,73,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchinder.png
Talonflame,Fire/Flying,78,81,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/talonflame.png
Scatterbug,Bug,38,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/scatterbug.png
Spewpa,Bug,45,22,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/spewpa.png
Vivillon,Bug/Flying,80,52,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/vivillon.png
Litleo,Fire/Normal,62,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/litleo.png
Pyroar,Fire/Normal,86,68,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pyroar.png
Flabébé,Fairy,44,38,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/flabebe.png
Floette,Fairy,54,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/floette.png
Florges,Fairy,78,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/florges.png
Skiddo,Grass,66,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/skiddo.png
Gogoat,Grass,123,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gogoat.png
Pancham,Fighting,67,82,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pancham.png
Pangoro,Fighting/Dark,95,124,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pangoro.png
Furfrou,Normal,75,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/furfrou.png
Espurr,Psychic,62,48,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/espurr.png
Meowstic Male,Psychic,74,48,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-male.png
Meowstic Female,Psychic,74,48,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-female.png
Honedge,Steel/Ghost,45,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/honedge.png
Doublade,Steel/Ghost,59,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/doublade.png
Aegislash Shield Forme,Steel/Ghost,60,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-shield.png
Aegislash Blade Forme,Steel/Ghost,60,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-blade.png
Spritzee,Fairy,78,52,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/spritzee.png
Aromatisse,Fairy,101,72,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/aromatisse.png
Swirlix,Fairy,62,48,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/swirlix.png
Slurpuff,Fairy,82,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/slurpuff.png
Inkay,Dark/Psychic,53,54,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/inkay.png
Malamar,Dark/Psychic,86,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/malamar.png
Binacle,Rock/Water,42,52,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/binacle.png
Barbaracle,Rock/Water,72,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/barbaracle.png
Skrelp,Poison/Water,50,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/skrelp.png
Dragalge,Poison/Dragon,65,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dragalge.png
Clauncher,Water,50,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/clauncher.png
Clawitzer,Water,71,73,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/clawitzer.png
Helioptile,Electric/Normal,44,38,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/helioptile.png
Heliolisk,Electric/Normal,62,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/heliolisk.png
Tyrunt,Rock/Dragon,58,89,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrunt.png
Tyrantrum,Rock/Dragon,82,121,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrantrum.png
Amaura,Rock/Ice,77,59,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/amaura.png
Aurorus,Rock/Ice,123,77,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/aurorus.png
Sylveon,Fairy,95,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sylveon.png
Hawlucha,Fighting/Flying,78,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hawlucha.png
Dedenne,Electric/Fairy,67,58,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dedenne.png
Carbink,Rock/Fairy,50,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/carbink.png
Goomy,Dragon,45,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/goomy.png
Sliggoo,Dragon,68,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo.png
Sliggoo Hisuian Sliggoo,Steel/Dragon,58,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png
Goodra,Dragon,90,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra.png
Goodra Hisuian Goodra,Steel/Dragon,80,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png
Klefki,Steel/Fairy,57,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/klefki.png
Phantump,Ghost/Grass,43,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/phantump.png
Trevenant,Ghost/Grass,85,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/trevenant.png
Pumpkaboo Average Size,Ghost/Grass,49,66,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-average.png
Pumpkaboo Small Size,Ghost/Grass,44,66,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-small.png
Pumpkaboo Large Size,Ghost/Grass,54,66,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-large.png
Pumpkaboo Super Size,Ghost/Grass,59,66,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-super.png
Gourgeist Average Size,Ghost/Grass,65,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-average.png
Gourgeist Small Size,Ghost/Grass,55,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-small.png
Gourgeist Large Size,Ghost/Grass,75,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-large.png
Gourgeist Super Size,Ghost/Grass,85,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-super.png
Bergmite,Ice,55,69,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bergmite.png
Avalugg,Ice,95,117,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg.png
Avalugg Hisuian Avalugg,Ice/Rock,95,127,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png
Noibat,Flying/Dragon,40,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/noibat.png
Noivern,Flying/Dragon,85,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/noivern.png
Xerneas,Fairy,126,131,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/xerneas.png
Yveltal,Dark/Flying,126,131,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/yveltal.png
Zygarde 50% Forme,Dragon/Ground,108,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-50.png
Zygarde 10% Forme,Dragon/Ground,54,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-10.png
Zygarde Complete Forme,Dragon/Ground,216,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-complete.png
Diancie,Rock/Fairy,50,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie.png
Diancie Mega Diancie,Rock/Fairy,50,160,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie-mega.png
Hoopa Hoopa Confined,Psychic/Ghost,80,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-confined.png
Hoopa Hoopa Unbound,Psychic/Dark,80,160,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-unbound.png
Volcanion,Fire/Water,80,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/volcanion.png
Rowlet,Grass/Flying,68,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rowlet.png
Dartrix,Grass/Flying,78,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dartrix.png
Decidueye,Grass/Ghost,78,107,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye.png
Decidueye Hisuian Decidueye,Grass/Fighting,88,112,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png
Litten,Fire,45,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/litten.png
Torracat,Fire,65,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/torracat.png
Incineroar,Fire/Dark,95,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/incineroar.png
Popplio,Water,50,54,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/popplio.png
Brionne,Water,60,69,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/brionne.png
Primarina,Water/Fairy,80,74,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/primarina.png
Pikipek,Normal/Flying,35,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pikipek.png
Trumbeak,Normal/Flying,55,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/trumbeak.png
Toucannon,Normal/Flying,80,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toucannon.png
Yungoos,Normal,48,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/yungoos.png
Gumshoos,Normal,88,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gumshoos.png
Grubbin,Bug,47,62,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/grubbin.png
Charjabug,Bug/Electric,57,82,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/charjabug.png
Vikavolt,Bug/Electric,77,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/vikavolt.png
Crabrawler,Fighting,47,82,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/crabrawler.png
Crabominable,Fighting/Ice,97,132,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/crabominable.png
Oricorio Baile Style,Fire/Flying,75,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-baile.png
Oricorio Pom-Pom Style,Electric/Flying,75,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pom-pom.png
Oricorio Pa'u Style,Psychic/Flying,75,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pau.png
Oricorio Sensu Style,Ghost/Flying,75,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-sensu.png
Cutiefly,Bug/Fairy,40,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cutiefly.png
Ribombee,Bug/Fairy,60,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ribombee.png
Rockruff,Rock,45,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff.png
Rockruff Own Tempo Rockruff,Rock,45,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff-own-tempo.png
Lycanroc Midday Form,Rock,75,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midday.png
Lycanroc Midnight Form,Rock,85,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midnight.png
Lycanroc Dusk Form,Rock,75,117,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-dusk.png
Wishiwashi Solo Form,Water,45,20,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-solo.png
Wishiwashi School Form,Water,45,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-school.png
Mareanie,Poison/Water,50,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mareanie.png
Toxapex,Poison/Water,50,63,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toxapex.png
Mudbray,Ground,70,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mudbray.png
Mudsdale,Ground,100,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mudsdale.png
Dewpider,Water/Bug,38,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dewpider.png
Araquanid,Water/Bug,68,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/araquanid.png
Fomantis,Grass,40,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fomantis.png
Lurantis,Grass,70,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lurantis.png
Morelull,Grass/Fairy,40,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/morelull.png
Shiinotic,Grass/Fairy,60,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/shiinotic.png
Salandit,Poison/Fire,48,44,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/salandit.png
Salazzle,Poison/Fire,68,64,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/salazzle.png
Stufful,Normal/Fighting,70,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/stufful.png
Bewear,Normal/Fighting,120,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bewear.png
Bounsweet,Grass,42,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bounsweet.png
Steenee,Grass,52,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/steenee.png
Tsareena,Grass,72,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tsareena.png
Comfey,Fairy,51,52,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/comfey.png
Oranguru,Normal/Psychic,90,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oranguru.png
Passimian,Fighting,100,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/passimian.png
Wimpod,Bug/Water,25,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wimpod.png
Golisopod,Bug/Water,75,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/golisopod.png
Sandygast,Ghost/Ground,55,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sandygast.png
Palossand,Ghost/Ground,85,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/palossand.png
Pyukumuku,Water,55,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pyukumuku.png
Type: Null,Normal,95,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/type-null.png
Silvally,Normal,95,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/silvally.png
Minior Meteor Form,Rock/Flying,60,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-meteor.png
Minior Core Form,Rock/Flying,60,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-core.png
Komala,Normal,65,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/komala.png
Turtonator,Fire/Dragon,60,78,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/turtonator.png
Togedemaru,Electric/Steel,65,98,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/togedemaru.png
Mimikyu,Ghost/Fairy,55,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mimikyu.png
Bruxish,Water/Psychic,68,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bruxish.png
Drampa,Normal/Dragon,78,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drampa.png
Dhelmise,Ghost/Grass,70,131,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dhelmise.png
Jangmo-o,Dragon,45,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/jangmo-o.png
Hakamo-o,Dragon/Fighting,55,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hakamo-o.png
Kommo-o,Dragon/Fighting,75,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kommo-o.png
Tapu Koko,Electric/Fairy,70,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-koko.png
Tapu Lele,Psychic/Fairy,70,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-lele.png
Tapu Bulu,Grass/Fairy,70,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-bulu.png
Tapu Fini,Water/Fairy,70,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-fini.png
Cosmog,Psychic,43,29,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmog.png
Cosmoem,Psychic,43,29,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmoem.png
Solgaleo,Psychic/Steel,137,137,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/solgaleo.png
Lunala,Psychic/Ghost,137,113,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lunala.png
Nihilego,Rock/Poison,109,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/nihilego.png
Buzzwole,Bug/Fighting,107,139,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/buzzwole.png
Pheromosa,Bug/Fighting,71,137,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pheromosa.png
Xurkitree,Electric,83,89,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/xurkitree.png
Celesteela,Steel/Flying,97,101,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/celesteela.png
Kartana,Grass/Steel,59,181,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kartana.png
Guzzlord,Dark/Dragon,223,101,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/guzzlord.png
Necrozma,Psychic,97,107,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma.png
Necrozma Dusk Mane Necrozma,Psychic/Steel,97,157,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dusk-mane.png
Necrozma Dawn Wings Necrozma,Psychic/Ghost,97,113,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dawn-wings.png
Necrozma Ultra Necrozma,Psychic/Dragon,97,167,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-ultra.png
Magearna,Steel/Fairy,80,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/magearna.png
Marshadow,Fighting/Ghost,90,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/marshadow.png
Poipole,Poison,67,73,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/poipole.png
Naganadel,Poison/Dragon,73,73,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/naganadel.png
Stakataka,Rock/Steel,61,131,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/stakataka.png
Blacephalon,Fire/Ghost,53,127,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/blacephalon.png
Zeraora,Electric,88,112,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zeraora.png
Meltan,Steel,46,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/meltan.png
Melmetal,Steel,135,143,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/melmetal.png
Grookey,Grass,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/grookey.png
Thwackey,Grass,70,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/thwackey.png
Rillaboom,Grass,100,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rillaboom.png
Scorbunny,Fire,50,71,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/scorbunny.png
Raboot,Fire,65,86,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/raboot.png
Cinderace,Fire,80,116,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cinderace.png
Sobble,Water,50,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sobble.png
Drizzile,Water,65,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drizzile.png
Inteleon,Water,70,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/inteleon.png
Skwovet,Normal,70,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/skwovet.png
Greedent,Normal,120,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/greedent.png
Rookidee,Flying,38,47,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rookidee.png
Corvisquire,Flying,68,67,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/corvisquire.png
Corviknight,Flying/Steel,98,87,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/corviknight.png
Blipbug,Bug,25,20,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/blipbug.png
Dottler,Bug/Psychic,50,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dottler.png
Orbeetle,Bug/Psychic,60,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/orbeetle.png
Nickit,Dark,40,28,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/nickit.png
Thievul,Dark,70,58,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/thievul.png
Gossifleur,Grass,40,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gossifleur.png
Eldegoss,Grass,60,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/eldegoss.png
Wooloo,Normal,42,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/wooloo.png
Dubwool,Normal,72,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dubwool.png
Chewtle,Water,50,64,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chewtle.png
Drednaw,Water/Rock,90,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drednaw.png
Yamper,Electric,59,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/yamper.png
Boltund,Electric,69,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/boltund.png
Rolycoly,Rock,30,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rolycoly.png
Carkol,Rock/Fire,80,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/carkol.png
Coalossal,Rock/Fire,110,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/coalossal.png
Applin,Grass/Dragon,40,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/applin.png
Flapple,Grass/Dragon,70,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/flapple.png
Appletun,Grass/Dragon,110,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/appletun.png
Silicobra,Ground,52,57,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/silicobra.png
Sandaconda,Ground,72,107,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sandaconda.png
Cramorant,Flying/Water,70,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cramorant.png
Arrokuda,Water,41,63,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/arrokuda.png
Barraskewda,Water,61,123,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/barraskewda.png
Toxel,Electric/Poison,40,38,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toxel.png
Toxtricity Amped Form,Electric/Poison,75,98,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-amped.png
Toxtricity Low Key Form,Electric/Poison,75,98,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-low-key.png
Sizzlipede,Fire/Bug,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sizzlipede.png
Centiskorch,Fire/Bug,100,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/centiskorch.png
Clobbopus,Fighting,50,68,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/clobbopus.png
Grapploct,Fighting,80,118,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/grapploct.png
Sinistea,Ghost,40,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistea.png
Polteageist,Ghost,60,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/polteageist.png
Hatenna,Psychic,42,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hatenna.png
Hattrem,Psychic,57,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hattrem.png
Hatterene,Psychic/Fairy,57,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hatterene.png
Impidimp,Dark/Fairy,45,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/impidimp.png
Morgrem,Dark/Fairy,65,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/morgrem.png
Grimmsnarl,Dark/Fairy,95,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/grimmsnarl.png
Obstagoon,Dark/Normal,93,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/obstagoon.png
Perrserker,Steel,70,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/perrserker.png
Cursola,Ghost,60,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cursola.png
Sirfetch'd,Fighting,62,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sirfetchd.png
Mr. Rime,Ice/Psychic,80,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-rime.png
Runerigus,Ground/Ghost,58,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/runerigus.png
Milcery,Fairy,45,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/milcery.png
Alcremie,Fairy,65,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/alcremie.png
Falinks,Fighting,65,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/falinks.png
Pincurchin,Electric,48,101,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pincurchin.png
Snom,Ice/Bug,30,25,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/snom.png
